site,sector,country,tls_version,key_exchange,cdn,attribution
blogspot.se,web,SWEDEN,TLSv1.3,X25519MLKEM768,Google,PQC own effort
biltema.se,web,SWEDEN,TLSv1.3,X25519MLKEM768,Self-hosted,PQC own effort
klart.se,web,SWEDEN,TLSv1.3,X25519MLKEM768,Amazon CloudFront,PQC via provider
thelocal.se,web,SWEDEN,TLSv1.3,X25519MLKEM768,Google,PQC via provider
marcusoscarsson.se,web,SWEDEN,TLSv1.3,X25519MLKEM768,Cloudflare,PQC via provider
pvip.se,web,SWEDEN,TLSv1.3,X25519MLKEM768,Cloudflare,PQC via provider
skatteverket.se,web,SWEDEN,TLSv1.3,"X25519, 253 bits",Self-hosted,No PQC
tre.se,web,SWEDEN,TLSv1.2,"ECDH, prime256v1, 256 bits",Self-hosted,No PQC
dice.se,web,SWEDEN,TLSv1.3,X25519MLKEM768,Squarespace,PQC via provider
skolplus.se,web,SWEDEN,TLSv1.2,"X25519, 253 bits",Self-hosted,No PQC
slu.se,web,SWEDEN,TLSv1.3,"X25519, 253 bits",Self-hosted,No PQC
ohou.se,web,SWEDEN,TLSv1.3,"X25519, 253 bits",Akamai,No PQC
svtplay.se,web,SWEDEN,TLSv1.3,"X25519, 253 bits",Amazon (AWS),No PQC
blogg.se,web,SWEDEN,TLSv1.3,X25519MLKEM768,Cloudflare,PQC via provider
sr.se,web,SWEDEN,TLSv1.3,"X25519, 253 bits",Akamai,No PQC
stockholm.se,web,SWEDEN,TLSv1.2,"ECDH, secp384r1, 384 bits",Self-hosted,No PQC
ilait.se,web,SWEDEN,TLSv1.3,"X25519, 253 bits",Self-hosted,No PQC
gp.se,web,SWEDEN,TLSv1.3,X25519MLKEM768,Amazon CloudFront,PQC via provider
regeringen.se,web,SWEDEN,TLSv1.3,X25519MLKEM768,Cloudflare,PQC via provider
fyndiq.se,web,SWEDEN,TLSv1.3,X25519MLKEM768,Cloudflare,PQC via provider
riksdagen.se,web,SWEDEN,TLSv1.3,"X25519, 253 bits",Self-hosted,No PQC
nmugroup.se,web,SWEDEN,TLSv1.3,X25519MLKEM768,Self-hosted,PQC own effort
telia.se,web,SWEDEN,TLSv1.3,X25519MLKEM768,Amazon CloudFront,PQC via provider
passagen.se,web,SWEDEN,TLSv1.3,X25519MLKEM768,Cloudflare,PQC via provider
egensajt.se,web,SWEDEN,TLSv1.2,"X25519, 253 bits",Self-hosted,No PQC
scb.se,web,SWEDEN,TLSv1.3,"DH, 3072 bits",Self-hosted,No PQC
pomf.se,web,SWEDEN,TLSv1.3,X25519MLKEM768,Hetzner,PQC via provider
ri.se,web,SWEDEN,TLSv1.3,X25519MLKEM768,Self-hosted,PQC own effort
eniro.se,web,SWEDEN,TLSv1.3,X25519MLKEM768,Cloudflare,PQC via provider
polisen.se,web,SWEDEN,TLSv1.3,"X25519, 253 bits",Self-hosted,No PQC
tv4.se,web,SWEDEN,TLSv1.3,"X25519, 253 bits",Amazon CloudFront,No PQC
vinted.se,web,SWEDEN,TLSv1.3,X25519MLKEM768,Cloudflare,PQC via provider
sydsvenskan.se,web,SWEDEN,TLSv1.3,"X25519, 253 bits",Fastly,No PQC
coop.se,web,SWEDEN,TLSv1.3,X25519MLKEM768,Cloudflare,PQC via provider
ballou.se,web,SWEDEN,TLSv1.2,"DH, 4096 bits",Self-hosted,No PQC
eggsinc.se,web,SWEDEN,TLSv1.3,X25519MLKEM768,Cloudflare,PQC via provider
lnu.se,web,SWEDEN,TLSv1.3,X25519MLKEM768,Cloudflare,PQC via provider
lth.se,web,SWEDEN,TLSv1.3,"X25519, 253 bits",Self-hosted,No PQC
websupport.se,web,SWEDEN,TLSv1.3,"X25519, 253 bits",Self-hosted,No PQC
transportstyrelsen.se,web,SWEDEN,TLSv1.2,"ECDH, prime256v1, 256 bits",Self-hosted,No PQC
goteborg.se,web,SWEDEN,TLSv1.3,"X25519, 253 bits",Self-hosted,No PQC
trafikverket.se,web,SWEDEN,TLSv1.2,"ECDH, prime256v1, 256 bits",Self-hosted,No PQC
swedbank.se,bank,SWEDEN,TLSv1.3,X25519MLKEM768,Fastly,PQC via provider
allabolag.se,web,SWEDEN,TLSv1.3,"X25519, 253 bits",Amazon CloudFront,No PQC
ltu.se,web,SWEDEN,TLSv1.3,"X25519, 253 bits",Self-hosted,No PQC
government.se,web,SWEDEN,TLSv1.3,X25519MLKEM768,Cloudflare,PQC via provider
cdon.se,web,SWEDEN,TLSv1.3,X25519MLKEM768,Cloudflare,PQC via provider
google.ch,web,SWITZERLAND,TLSv1.3,X25519MLKEM768,Google,PQC own effort
ipcc.ch,web,SWITZERLAND,TLSv1.3,X25519MLKEM768,Cloudflare,PQC via provider
sbb.ch,web,SWITZERLAND,TLSv1.3,X25519MLKEM768,Amazon CloudFront,PQC via provider
srf.ch,web,SWITZERLAND,TLSv1.3,X25519MLKEM768,Self-hosted,PQC own effort
infomaniak.ch,web,SWITZERLAND,TLSv1.3,"X25519, 253 bits",Self-hosted,No PQC
20min.ch,web,SWITZERLAND,TLSv1.3,X25519MLKEM768,Cloudflare,PQC via provider
blick.ch,web,SWITZERLAND,TLSv1.2,"ECDH, prime256v1, 256 bits",Amazon (AWS),No PQC
sunrise.ch,web,SWITZERLAND,TLSv1.3,"X25519, 253 bits",Fastly,No PQC
swisscom.ch,web,SWITZERLAND,TLSv1.3,"X25519, 253 bits",Self-hosted,No PQC
uzh.ch,web,SWITZERLAND,TLSv1.3,"X25519, 253 bits",Self-hosted,No PQC
swissinfo.ch,web,SWITZERLAND,TLSv1.3,"X25519, 253 bits",Automattic,No PQC
protonmail.ch,web,SWITZERLAND,TLSv1.3,"X25519, 253 bits",Self-hosted,No PQC
bluewin.ch,web,SWITZERLAND,TLSv1.3,"X25519, 253 bits",Azure Front Door,No PQC
nzz.ch,web,SWITZERLAND,TLSv1.3,X25519MLKEM768,Cloudflare,PQC via provider
unige.ch,web,SWITZERLAND,TLSv1.3,"X25519, 253 bits",Self-hosted,No PQC
cyon.ch,web,SWITZERLAND,TLSv1.3,X25519MLKEM768,Link11,PQC via provider
nic.ch,web,SWITZERLAND,TLSv1.2,"ECDH, prime256v1, 256 bits",Self-hosted,No PQC
xdate.ch,web,SWITZERLAND,TLSv1.3,X25519MLKEM768,Cloudflare,PQC via provider
unibe.ch,web,SWITZERLAND,TLSv1.3,"X25519, 253 bits",Self-hosted,No PQC
itu.ch,web,SWITZERLAND,TLSv1.3,"X25519, 253 bits",Self-hosted,No PQC
tagesanzeiger.ch,web,SWITZERLAND,TLSv1.3,X25519MLKEM768,Cloudflare,PQC via provider
homegate.ch,web,SWITZERLAND,TLSv1.3,X25519MLKEM768,Amazon CloudFront,PQC via provider
hosttech.ch,web,SWITZERLAND,TLSv1.3,"X25519, 253 bits",Self-hosted,No PQC
watson.ch,web,SWITZERLAND,TLSv1.3,"X25519, 253 bits",Fastly,No PQC
post.ch,web,SWITZERLAND,TLSv1.3,X25519MLKEM768,Self-hosted,PQC own effort
metanet.ch,web,SWITZERLAND,TLSv1.3,"X25519, 253 bits",One.com,No PQC
galaxus.ch,web,SWITZERLAND,TLSv1.3,"X25519, 253 bits",Akamai,No PQC
unibas.ch,web,SWITZERLAND,TLSv1.3,"X25519, 253 bits",Self-hosted,No PQC
kreativmedia.ch,web,SWITZERLAND,TLSv1.3,"X25519, 253 bits",Self-hosted,No PQC
iec.ch,web,SWITZERLAND,TLSv1.3,X25519MLKEM768,Amazon CloudFront,PQC via provider
webland.ch,web,SWITZERLAND,TLSv1.2,"X25519, 253 bits",Self-hosted,No PQC
switch.ch,web,SWITZERLAND,TLSv1.2,"ECDH, prime256v1, 256 bits",Azure Front Door,No PQC
zalando.ch,web,SWITZERLAND,TLSv1.3,X25519MLKEM768,Amazon CloudFront,PQC via provider
rts.ch,web,SWITZERLAND,TLSv1.3,"X25519, 253 bits",Amazon (AWS),No PQC
ricardo.ch,web,SWITZERLAND,TLSv1.3,X25519MLKEM768,Cloudflare,PQC via provider
tophost.ch,web,SWITZERLAND,TLSv1.3,"X25519, 253 bits",Self-hosted,No PQC
unil.ch,web,SWITZERLAND,TLSv1.3,"X25519, 253 bits",Self-hosted,No PQC
musta.ch,web,SWITZERLAND,TLSv1.3,"X25519, 253 bits",Amazon (AWS),No PQC
letemps.ch,web,SWITZERLAND,TLSv1.3,X25519MLKEM768,Cloudflare,PQC via provider
fourmilab.ch,web,SWITZERLAND,TLSv1.3,"X25519, 253 bits",Amazon (AWS),No PQC
abuse.ch,web,SWITZERLAND,TLSv1.2,"X25519, 253 bits",Fastly,No PQC
unifr.ch,web,SWITZERLAND,TLSv1.3,"X25519, 253 bits",Self-hosted,No PQC
nuevoloquo.ch,web,SWITZERLAND,TLSv1.3,"X25519, 253 bits",OVH,No PQC
migros.ch,web,SWITZERLAND,TLSv1.3,"X25519, 253 bits",Cloudflare,No PQC
demonoid.ch,web,SWITZERLAND,TLSv1.3,X25519MLKEM768,Cloudflare,PQC via provider
hostfactory.ch,web,SWITZERLAND,TLSv1.3,"X25519, 253 bits",Self-hosted,No PQC
fgirl.ch,web,SWITZERLAND,TLSv1.3,X25519MLKEM768,Cloudflare,PQC via provider
petitesannonces.ch,web,SWITZERLAND,TLSv1.3,"X25519, 253 bits",Self-hosted,No PQC
search.ch,web,SWITZERLAND,TLSv1.3,"X25519, 253 bits",Google,No PQC
solnet.ch,web,SWITZERLAND,TLSv1.2,"ECDH, prime256v1, 256 bits",Self-hosted,No PQC
digitec.ch,web,SWITZERLAND,TLSv1.3,"X25519, 253 bits",Akamai,No PQC
exoscale.ch,web,SWITZERLAND,TLSv1.3,"X25519, 253 bits",Self-hosted,No PQC
comparis.ch,web,SWITZERLAND,TLSv1.3,"X25519, 253 bits",Self-hosted,No PQC
ungleich.ch,web,SWITZERLAND,TLSv1.2,"X25519, 253 bits",Self-hosted,No PQC
hoststar.ch,web,SWITZERLAND,TLSv1.3,"X25519, 253 bits",Hetzner,No PQC
blogspot.ch,web,SWITZERLAND,TLSv1.3,X25519MLKEM768,Google,PQC own effort
servertown.ch,web,SWITZERLAND,TLSv1.3,"X25519, 253 bits",Self-hosted,No PQC
24heures.ch,web,SWITZERLAND,TLSv1.3,X25519MLKEM768,Cloudflare,PQC via provider
hispeed.ch,web,SWITZERLAND,TLSv1.3,"X25519, 253 bits",Self-hosted,No PQC
gmx.ch,web,SWITZERLAND,TLSv1.3,"X25519, 253 bits",Self-hosted,No PQC
ge.ch,web,SWITZERLAND,TLSv1.2,"ECDH, secp384r1, 384 bits",Self-hosted,No PQC
immoscout24.ch,web,SWITZERLAND,TLSv1.3,X25519MLKEM768,Amazon CloudFront,PQC via provider
zhaw.ch,web,SWITZERLAND,TLSv1.3,"X25519, 253 bits",Self-hosted,No PQC
imp.ch,web,SWITZERLAND,TLSv1.3,"X25519, 253 bits",Self-hosted,No PQC
intername.ch,web,SWITZERLAND,TLSv1.3,"X25519, 253 bits",Leaseweb,No PQC
stadt-zuerich.ch,web,SWITZERLAND,TLSv1.3,"X25519, 253 bits",Self-hosted,No PQC
aargauerzeitung.ch,media,SWITZERLAND,TLSv1.3,"ECDH, prime256v1, 256 bits",Cloudflare,No PQC
unisg.ch,web,SWITZERLAND,TLSv1.3,"X25519, 253 bits",Link11,No PQC
rsi.ch,web,SWITZERLAND,TLSv1.3,X25519MLKEM768,Self-hosted,PQC own effort
nau.ch,web,SWITZERLAND,TLSv1.3,X25519MLKEM768,Cloudflare,PQC via provider
ebay.ch,web,SWITZERLAND,TLSv1.3,"X25519, 253 bits",Akamai,No PQC
local.ch,web,SWITZERLAND,TLSv1.3,"X25519, 253 bits",Google,No PQC
lematin.ch,web,SWITZERLAND,TLSv1.3,X25519MLKEM768,Cloudflare,PQC via provider
tdg.ch,web,SWITZERLAND,TLSv1.3,X25519MLKEM768,Cloudflare,PQC via provider
autoscout24.ch,web,SWITZERLAND,TLSv1.3,X25519MLKEM768,Cloudflare,PQC via provider
usi.ch,web,SWITZERLAND,TLSv1.3,"X25519, 253 bits",Cloudflare,No PQC
coop.ch,web,SWITZERLAND,TLSv1.3,"X25519, 253 bits",Self-hosted,No PQC
ebu.ch,web,SWITZERLAND,TLSv1.3,"X25519, 253 bits",Cloudflare,No PQC
tutti.ch,web,SWITZERLAND,TLSv1.3,X25519MLKEM768,Cloudflare,PQC via provider
ralphlauren.ch,web,SWITZERLAND,TLSv1.3,X25519MLKEM768,Cloudflare,PQC via provider
jobs.ch,web,SWITZERLAND,TLSv1.3,X25519MLKEM768,Amazon CloudFront,PQC via provider
fhnw.ch,web,SWITZERLAND,TLSv1.3,"X25519, 253 bits",Self-hosted,No PQC
psi.ch,web,SWITZERLAND,TLSv1.3,"X25519, 253 bits",Fastly,No PQC
bernerzeitung.ch,media,SWITZERLAND,TLSv1.3,X25519MLKEM768,Cloudflare,PQC via provider
tcs.ch,web,SWITZERLAND,TLSv1.3,"X25519, 253 bits",Self-hosted,No PQC
home.pl,web,POLAND,TLSv1.2,"X25519, 253 bits",Self-hosted,No PQC
google.pl,web,POLAND,TLSv1.3,X25519MLKEM768,Google,PQC own effort
gemius.pl,web,POLAND,TLSv1.3,"X25519, 253 bits",Self-hosted,No PQC
amazon.pl,web,POLAND,TLSv1.3,"X25519, 253 bits",Amazon CloudFront,No PQC
gov.pl,web,POLAND,TLSv1.2,"ECDH, prime256v1, 256 bits",Self-hosted,No PQC
gazeta.pl,media,POLAND,TLSv1.3,"X25519, 253 bits",Self-hosted,No PQC
filmweb.pl,web,POLAND,TLSv1.3,"X25519, 253 bits",Self-hosted,No PQC
nazwa.pl,web,POLAND,TLSv1.3,"X25519, 253 bits",Self-hosted,No PQC
cyberfolks.pl,web,POLAND,TLSv1.3,"X25519, 253 bits",Self-hosted,No PQC
ceneo.pl,web,POLAND,TLSv1.3,X25519MLKEM768,Self-hosted,PQC own effort
certum.pl,web,POLAND,TLSv1.3,"ECDH, prime256v1, 256 bits",Self-hosted,No PQC
tvn24.pl,web,POLAND,TLSv1.3,X25519MLKEM768,Amazon CloudFront,PQC via provider
orange.pl,web,POLAND,TLSv1.3,"X25519, 253 bits",Self-hosted,No PQC
rp.pl,web,POLAND,TLSv1.3,X25519MLKEM768,Cloudflare,PQC via provider
vinted.pl,web,POLAND,TLSv1.3,X25519MLKEM768,Cloudflare,PQC via provider
o2.pl,web,POLAND,TLSv1.3,"X25519, 253 bits",Self-hosted,No PQC
euro.com.pl,web,POLAND,TLSv1.3,"X25519, 253 bits",Self-hosted,No PQC
pracuj.pl,web,POLAND,TLSv1.3,X25519MLKEM768,Cloudflare,PQC via provider
money.pl,web,POLAND,TLSv1.3,"X25519, 253 bits",Self-hosted,No PQC
bankier.pl,bank,POLAND,TLSv1.3,X25519MLKEM768,Cloudflare,PQC via provider
zus.pl,web,POLAND,TLSv1.2,"ECDH, prime256v1, 256 bits",Self-hosted,No PQC
centrum24.pl,web,POLAND,TLSv1.2,"ECDH, prime256v1, 256 bits",Self-hosted,No PQC
zalando.pl,web,POLAND,TLSv1.3,X25519MLKEM768,Amazon CloudFront,PQC via provider
rmf24.pl,web,POLAND,TLSv1.3,"X25519, 253 bits",Self-hosted,No PQC
businessinsider.com.pl,web,POLAND,TLSv1.3,X25519MLKEM768,Amazon CloudFront,PQC via provider
fakt.pl,web,POLAND,TLSv1.3,"X25519, 253 bits",Amazon CloudFront,No PQC
krakow.pl,web,POLAND,TLSv1.3,"X25519, 253 bits",Self-hosted,No PQC
tvp.pl,web,POLAND,TLSv1.2,"ECDH, prime256v1, 256 bits",Self-hosted,No PQC
polsatnews.pl,media,POLAND,TLSv1.3,"X25519, 253 bits",Self-hosted,No PQC
leroymerlin.pl,web,POLAND,TLSv1.3,X25519MLKEM768,Fastly,PQC via provider
wnp.pl,web,POLAND,TLSv1.3,"X25519, 253 bits",OVH,No PQC
sport.pl,web,POLAND,TLSv1.3,"X25519, 253 bits",Self-hosted,No PQC
icm.edu.pl,university,POLAND,TLSv1.2,"X25519, 253 bits",Self-hosted,No PQC
flashscore.pl,web,POLAND,TLSv1.3,"X25519, 253 bits",Self-hosted,No PQC
pudelek.pl,web,POLAND,TLSv1.3,"X25519, 253 bits",Self-hosted,No PQC
portalsamorzadowy.pl,web,POLAND,TLSv1.3,"X25519, 253 bits",Self-hosted,No PQC
rynekzdrowia.pl,web,POLAND,TLSv1.3,"X25519, 253 bits",OVH,No PQC
pomorska.pl,web,POLAND,TLSv1.3,X25519MLKEM768,Cloudflare,PQC via provider
eduvulcan.pl,web,POLAND,TLSv1.3,"X25519, 253 bits",Self-hosted,No PQC
telemagazyn.pl,web,POLAND,TLSv1.3,X25519MLKEM768,Cloudflare,PQC via provider
pomponik.pl,web,POLAND,TLSv1.3,"X25519, 253 bits",Self-hosted,No PQC
aniagotuje.pl,web,POLAND,TLSv1.3,X25519MLKEM768,Cloudflare,PQC via provider
kurnik.pl,web,POLAND,TLSv1.3,"X25519, 253 bits",OVH,No PQC
pirlotv3.pl,web,POLAND,TLSv1.3,"ECDH, prime256v1, 256 bits",Imperva (Incapsula),No PQC
plejada.pl,web,POLAND,TLSv1.3,X25519MLKEM768,Amazon CloudFront,PQC via provider
poznan.pl,web,POLAND,TLSv1.3,"ECDH, prime256v1, 256 bits",Fastly,No PQC
arkusze.pl,web,POLAND,TLSv1.3,"X25519, 253 bits",Rackspace,No PQC
wyborcza.pl,web,POLAND,TLSv1.3,"X25519, 253 bits",Self-hosted,No PQC
lodz.pl,web,POLAND,TLSv1.3,X25519MLKEM768,Hetzner,PQC via provider
infor.pl,web,POLAND,TLSv1.3,"X25519, 253 bits",Self-hosted,No PQC
exs.pl,web,POLAND,TLSv1.2,"ECDH, prime256v1, 256 bits",OVH,No PQC
chomikuj.pl,web,POLAND,TLSv1.3,X25519MLKEM768,Cloudflare,PQC via provider
inpost.pl,web,POLAND,TLSv1.3,X25519MLKEM768,Cloudflare,PQC via provider
art.pl,web,POLAND,TLSv1.3,"X25519, 253 bits",OVH,No PQC
t-mobile.pl,web,POLAND,TLSv1.3,"X25519, 253 bits",Self-hosted,No PQC
castorama.pl,web,POLAND,TLSv1.3,X25519MLKEM768,Amazon CloudFront,PQC via provider
tvn.pl,web,POLAND,TLSv1.3,X25519MLKEM768,Amazon CloudFront,PQC via provider
gda.pl,web,POLAND,TLSv1.3,X25519MLKEM768,Self-hosted,PQC own effort
dziennik.pl,web,POLAND,TLSv1.3,"X25519, 253 bits",Self-hosted,No PQC
trojmiasto.pl,web,POLAND,TLSv1.3,"X25519, 253 bits",Cloudflare,No PQC
lh.pl,web,POLAND,TLSv1.3,"X25519, 253 bits",Self-hosted,No PQC
zenbox.pl,web,POLAND,TLSv1.3,"X25519, 253 bits",Self-hosted,No PQC
uj.edu.pl,university,POLAND,TLSv1.2,"X25519, 253 bits",Self-hosted,No PQC
agh.edu.pl,university,POLAND,TLSv1.3,"X25519, 253 bits",Self-hosted,No PQC
mf.gov.pl,gov,POLAND,TLSv1.3,X25519MLKEM768,Imperva (Incapsula),PQC via provider
play.pl,web,POLAND,TLSv1.3,"X25519, 253 bits",Self-hosted,No PQC
rossmann.pl,web,POLAND,TLSv1.3,X25519MLKEM768,Cloudflare,PQC via provider
erli.pl,web,POLAND,TLSv1.3,X25519MLKEM768,Cloudflare,PQC via provider
gazetaprawna.pl,media,POLAND,TLSv1.3,"X25519, 253 bits",Self-hosted,No PQC
amu.edu.pl,university,POLAND,TLSv1.2,"X25519, 253 bits",Self-hosted,No PQC
se.pl,web,POLAND,TLSv1.3,X25519MLKEM768,Cloudflare,PQC via provider
centertel.pl,web,POLAND,TLSv1.3,"X25519, 253 bits",Self-hosted,No PQC
znanylekarz.pl,web,POLAND,TLSv1.3,X25519MLKEM768,Amazon CloudFront,PQC via provider
superbet.pl,web,POLAND,TLSv1.3,X25519MLKEM768,Amazon CloudFront,PQC via provider
allegrolokalnie.pl,web,POLAND,TLSv1.3,X25519MLKEM768,Self-hosted,PQC own effort
lubimyczytac.pl,web,POLAND,TLSv1.3,X25519MLKEM768,Cloudflare,PQC via provider
lublin.pl,web,POLAND,TLSv1.2,"ECDH, prime256v1, 256 bits",Self-hosted,No PQC
otodom.pl,web,POLAND,TLSv1.3,"X25519, 253 bits",Amazon CloudFront,No PQC
adocean.pl,web,POLAND,TLSv1.3,"X25519, 253 bits",Self-hosted,No PQC
seohost.pl,web,POLAND,TLSv1.3,"X25519, 253 bits",Self-hosted,No PQC
polskieradio.pl,web,POLAND,TLSv1.3,"X25519, 253 bits",Self-hosted,No PQC
wpolityce.pl,web,POLAND,TLSv1.3,X25519MLKEM768,Cloudflare,PQC via provider
decathlon.pl,web,POLAND,TLSv1.3,X25519MLKEM768,Cloudflare,PQC via provider
meczyki.pl,web,POLAND,TLSv1.3,X25519MLKEM768,Cloudflare,PQC via provider
gry-online.pl,web,POLAND,TLSv1.2,"X25519, 253 bits",Cloudflare,No PQC
clickonometrics.pl,web,POLAND,TLSv1.2,"ECDH, prime256v1, 256 bits",OVH,No PQC
meb.gov.tr,gov,TURKEY,TLSv1.3,"X25519, 253 bits",Self-hosted,No PQC
adtarget.com.tr,web,TURKEY,TLSv1.3,X25519MLKEM768,Cloudflare,PQC via provider
milliyet.com.tr,web,TURKEY,TLSv1.3,"ECDH, prime256v1, 256 bits",Self-hosted,No PQC
sabah.com.tr,web,TURKEY,TLSv1.3,X25519MLKEM768,Amazon CloudFront,PQC via provider
ntv.com.tr,web,TURKEY,TLSv1.3,X25519MLKEM768,Cloudflare,PQC via provider
metunic.com.tr,web,TURKEY,TLSv1.3,"X25519, 253 bits",Self-hosted,No PQC
t24.com.tr,web,TURKEY,TLSv1.3,X25519MLKEM768,Cloudflare,PQC via provider
pixad.com.tr,web,TURKEY,TLSv1.3,X25519MLKEM768,Cloudflare,PQC via provider
fanatik.com.tr,web,TURKEY,TLSv1.3,"ECDH, prime256v1, 256 bits",Self-hosted,No PQC
fotomac.com.tr,web,TURKEY,TLSv1.3,X25519MLKEM768,Amazon CloudFront,PQC via provider
mgm.gov.tr,gov,TURKEY,TLSv1.3,"X25519, 253 bits",Self-hosted,No PQC
kanald.com.tr,web,TURKEY,TLSv1.3,"ECDH, prime256v1, 256 bits",Self-hosted,No PQC
iskur.gov.tr,gov,TURKEY,TLSv1.3,"X25519, 253 bits",Self-hosted,No PQC
admatic.com.tr,web,TURKEY,TLSv1.3,X25519MLKEM768,Cloudflare,PQC via provider
transfermarkt.com.tr,web,TURKEY,TLSv1.2,"X25519, 253 bits",Amazon CloudFront,No PQC
turkcell.com.tr,web,TURKEY,TLSv1.3,"X25519, 253 bits",Self-hosted,No PQC
nowtv.com.tr,web,TURKEY,TLSv1.2,"ECDH, prime256v1, 256 bits",Self-hosted,No PQC
vodafone.com.tr,web,TURKEY,TLSv1.2,"ECDH, prime256v1, 256 bits",Self-hosted,No PQC
dergipark.org.tr,web,TURKEY,TLSv1.2,"X25519, 253 bits",Self-hosted,No PQC
metu.edu.tr,university,TURKEY,TLSv1.3,"X25519, 253 bits",Self-hosted,No PQC
cumhuriyet.com.tr,web,TURKEY,TLSv1.3,X25519MLKEM768,Cloudflare,PQC via provider
doruk.net.tr,web,TURKEY,TLSv1.3,"X25519, 253 bits",Self-hosted,No PQC
turktelekom.com.tr,web,TURKEY,TLSv1.2,"ECDH, prime256v1, 256 bits",Self-hosted,No PQC
boun.edu.tr,university,TURKEY,TLSv1.3,"X25519, 253 bits",Self-hosted,No PQC
bkm.com.tr,web,TURKEY,TLSv1.2,"ECDH, prime256v1, 256 bits",Self-hosted,No PQC
mediamarkt.com.tr,web,TURKEY,TLSv1.3,X25519MLKEM768,Cloudflare,PQC via provider
atv.com.tr,web,TURKEY,TLSv1.3,X25519MLKEM768,Amazon CloudFront,PQC via provider
tcmb.gov.tr,gov,TURKEY,TLSv1.3,"X25519, 253 bits",Self-hosted,No PQC
diyanet.gov.tr,gov,TURKEY,TLSv1.3,"X25519, 253 bits",Self-hosted,No PQC
flashscore.com.tr,web,TURKEY,TLSv1.3,"X25519, 253 bits",Self-hosted,No PQC
osym.gov.tr,gov,TURKEY,TLSv1.2,"ECDH, prime256v1, 256 bits",Self-hosted,No PQC
beinsports.com.tr,web,TURKEY,TLSv1.3,"X25519, 253 bits",Microsoft (Azure),No PQC
hacettepe.edu.tr,university,TURKEY,TLSv1.3,"X25519, 253 bits",Self-hosted,No PQC
sgk.gov.tr,gov,TURKEY,TLSv1.3,"X25519, 253 bits",Self-hosted,No PQC
startv.com.tr,web,TURKEY,TLSv1.3,X25519MLKEM768,Cloudflare,PQC via provider
luca.com.tr,web,TURKEY,TLSv1.3,"X25519, 253 bits",Self-hosted,No PQC
migros.com.tr,web,TURKEY,TLSv1.2,"ECDH, prime256v1, 256 bits",Cloudflare,No PQC
atauni.edu.tr,university,TURKEY,TLSv1.3,"X25519, 253 bits",Self-hosted,No PQC
tvplus.com.tr,web,TURKEY,TLSv1.3,"X25519, 253 bits",Self-hosted,No PQC
vodafone.net.tr,web,TURKEY,TLSv1.2,"ECDH, prime256v1, 256 bits",Self-hosted,No PQC
hesap.com.tr,web,TURKEY,TLSv1.3,X25519MLKEM768,Cloudflare,PQC via provider
bilkent.edu.tr,university,TURKEY,TLSv1.2,"ECDH, prime256v1, 256 bits",Self-hosted,No PQC
trt.com.tr,web,TURKEY,TLSv1.3,"X25519, 253 bits",Self-hosted,No PQC
tubitak.gov.tr,gov,TURKEY,TLSv1.3,"X25519, 253 bits",Fastly,No PQC
koctas.com.tr,web,TURKEY,TLSv1.2,"ECDH, prime256v1, 256 bits",Akamai,No PQC
halktv.com.tr,web,TURKEY,TLSv1.3,X25519MLKEM768,Cloudflare,PQC via provider
itu.edu.tr,university,TURKEY,TLSv1.3,"X25519, 253 bits",Self-hosted,No PQC
decathlon.com.tr,web,TURKEY,TLSv1.3,X25519MLKEM768,Cloudflare,PQC via provider
bim.com.tr,web,TURKEY,TLSv1.3,"X25519, 253 bits",Self-hosted,No PQC
tv8.com.tr,web,TURKEY,TLSv1.3,"X25519, 253 bits",Self-hosted,No PQC
nefes.com.tr,web,TURKEY,TLSv1.3,X25519MLKEM768,Cloudflare,PQC via provider
flo.com.tr,web,TURKEY,TLSv1.3,"X25519, 253 bits",Google,No PQC
dhlecommerce.com.tr,web,TURKEY,TLSv1.3,"X25519, 253 bits",Self-hosted,No PQC
arcelik.com.tr,web,TURKEY,TLSv1.2,"X25519, 253 bits",Self-hosted,No PQC
pazarium.com.tr,web,TURKEY,TLSv1.3,X25519MLKEM768,Cloudflare,PQC via provider
slazenger.com.tr,web,TURKEY,TLSv1.3,"X25519, 253 bits",Hetzner,No PQC
mfa.gov.tr,gov,TURKEY,TLSv1.3,"X25519, 253 bits",Self-hosted,No PQC
ege.edu.tr,university,TURKEY,TLSv1.2,"ECDH, prime256v1, 256 bits",Self-hosted,No PQC
isbank.com.tr,bank,TURKEY,TLSv1.2,"ECDH, prime256v1, 256 bits",Self-hosted,No PQC
ni.net.tr,web,TURKEY,TLSv1.3,"X25519, 253 bits",Self-hosted,No PQC
vakifbank.com.tr,bank,TURKEY,TLSv1.2,"ECDH, prime256v1, 256 bits",Self-hosted,No PQC
resmigazete.gov.tr,gov,TURKEY,TLSv1.2,"ECDH, prime256v1, 256 bits",Self-hosted,No PQC
ziraatbank.com.tr,bank,TURKEY,TLSv1.3,"DH, 3072 bits",Self-hosted,No PQC
eba.gov.tr,gov,TURKEY,TLSv1.3,"X25519, 253 bits",Self-hosted,No PQC
ad-plus.com.tr,web,TURKEY,TLSv1.3,"X25519, 253 bits",Self-hosted,No PQC
isnet.net.tr,web,TURKEY,TLSv1.2,"ECDH, secp384r1, 384 bits",Self-hosted,No PQC
garantibbva.com.tr,web,TURKEY,TLSv1.3,"X25519, 253 bits",Self-hosted,No PQC
