site,sector,country,tls_version,key_exchange,cdn,attribution
unifi.it,web,ITALY,TLSv1.3,"X25519, 253 bits",Cloudflare,No PQC
polimi.it,web,ITALY,TLSv1.3,"X25519, 253 bits",Self-hosted,No PQC
paginegialle.it,web,ITALY,TLSv1.3,X25519MLKEM768,Amazon CloudFront,PQC via provider
ilpost.it,web,ITALY,TLSv1.2,"ECDH, prime256v1, 256 bits",Amazon CloudFront,No PQC
uniroma1.it,web,ITALY,TLSv1.3,"X25519, 253 bits",Self-hosted,No PQC
unito.it,web,ITALY,TLSv1.3,"X25519, 253 bits",Cloudflare,No PQC
wired.it,web,ITALY,TLSv1.2,"ECDH, prime256v1, 256 bits",Amazon (AWS),No PQC
infn.it,web,ITALY,TLSv1.3,"X25519, 253 bits",Self-hosted,No PQC
nanosystems.it,web,ITALY,TLSv1.3,X25519MLKEM768,Amazon CloudFront,PQC via provider
unipi.it,web,ITALY,TLSv1.2,"X25519, 253 bits",Self-hosted,No PQC
lafeltrinelli.it,web,ITALY,TLSv1.3,"X25519, 253 bits",Akamai,No PQC
vogue.it,web,ITALY,TLSv1.2,"ECDH, prime256v1, 256 bits",Amazon (AWS),No PQC
follow.it,web,ITALY,TLSv1.3,X25519MLKEM768,Cloudflare,PQC via provider
google.nl,web,NETHERLANDS,TLSv1.3,X25519MLKEM768,Google,PQC own effort
amazon.nl,web,NETHERLANDS,TLSv1.3,"X25519, 253 bits",Amazon CloudFront,No PQC
ziggo.nl,web,NETHERLANDS,TLSv1.2,"DH, 2048 bits",Amazon CloudFront,No PQC
nos.nl,web,NETHERLANDS,TLSv1.3,X25519MLKEM768,Amazon CloudFront,PQC via provider
cwi.nl,web,NETHERLANDS,TLSv1.3,X25519MLKEM768,Self-hosted,PQC own effort
uu.nl,web,NETHERLANDS,TLSv1.3,"X25519, 253 bits",Self-hosted,No PQC
nlnetlabs.nl,web,NETHERLANDS,TLSv1.3,"X25519, 253 bits",Hetzner,No PQC
telegraaf.nl,web,NETHERLANDS,TLSv1.3,X25519MLKEM768,Cloudflare,PQC via provider
doxygen.nl,web,NETHERLANDS,TLSv1.3,X25519MLKEM768,Cloudflare,PQC via provider
tudelft.nl,web,NETHERLANDS,TLSv1.3,"X25519, 253 bits",Amazon CloudFront,No PQC
uva.nl,web,NETHERLANDS,TLSv1.3,"X25519, 253 bits",Amazon (AWS),No PQC
rtl.nl,web,NETHERLANDS,TLSv1.3,"X25519, 253 bits",Microsoft (Azure),No PQC
rug.nl,web,NETHERLANDS,TLSv1.3,"X25519, 253 bits",Self-hosted,No PQC
buienradar.nl,web,NETHERLANDS,TLSv1.3,"X25519, 253 bits",Akamai,No PQC
xs4all.nl,web,NETHERLANDS,TLSv1.3,"ECDH, prime256v1, 256 bits",Amazon CloudFront,No PQC
funda.nl,web,NETHERLANDS,TLSv1.2,"ECDH, prime256v1, 256 bits",Akamai,No PQC
tue.nl,web,NETHERLANDS,TLSv1.3,"X25519, 253 bits",Amazon CloudFront,No PQC
zxcs.nl,web,NETHERLANDS,TLSv1.2,"ECDH, prime256v1, 256 bits",Self-hosted,No PQC
gelderlander.nl,web,NETHERLANDS,TLSv1.3,"X25519, 253 bits",Akamai,No PQC
zalando.nl,web,NETHERLANDS,TLSv1.3,X25519MLKEM768,Amazon CloudFront,PQC via provider
utwente.nl,web,NETHERLANDS,TLSv1.3,X25519MLKEM768,Self-hosted,PQC own effort
nrc.nl,web,NETHERLANDS,TLSv1.3,"X25519, 253 bits",Self-hosted,No PQC
vu.nl,web,NETHERLANDS,TLSv1.3,X25519MLKEM768,Microsoft (Azure),PQC via provider
destentor.nl,web,NETHERLANDS,TLSv1.3,"X25519, 253 bits",Akamai,No PQC
rijksoverheid.nl,web,NETHERLANDS,TLSv1.3,"X25519, 253 bits",Self-hosted,No PQC
hdfilmcehennemi.nl,web,NETHERLANDS,TLSv1.3,X25519MLKEM768,Cloudflare,PQC via provider
mijnwoordenboek.nl,web,NETHERLANDS,TLSv1.3,"X25519, 253 bits",Self-hosted,No PQC
volkskrant.nl,web,NETHERLANDS,TLSv1.3,"X25519, 253 bits",Akamai,No PQC
hostnet.nl,web,NETHERLANDS,TLSv1.2,"ECDH, prime256v1, 256 bits",One.com,No PQC
voetbalzone.nl,web,NETHERLANDS,TLSv1.2,"ECDH, prime256v1, 256 bits",Amazon (AWS),No PQC
belastingdienst.nl,web,NETHERLANDS,TLSv1.3,"X25519, 253 bits",Self-hosted,No PQC
kisskh.nl,web,NETHERLANDS,TLSv1.3,X25519MLKEM768,Cloudflare,PQC via provider
ah.nl,web,NETHERLANDS,TLSv1.3,"X25519, 253 bits",Akamai,No PQC
ru.nl,web,NETHERLANDS,TLSv1.3,"X25519, 253 bits",Self-hosted,No PQC
anwb.nl,web,NETHERLANDS,TLSv1.3,X25519MLKEM768,Self-hosted,PQC own effort
overheid.nl,web,NETHERLANDS,TLSv1.3,X25519MLKEM768,Self-hosted,PQC own effort
wur.nl,web,NETHERLANDS,TLSv1.3,"X25519, 253 bits",Self-hosted,No PQC
surfnet.nl,web,NETHERLANDS,TLSv1.3,"X25519, 253 bits",Fastly,No PQC
autoriteitpersoonsgegevens.nl,web,NETHERLANDS,TLSv1.3,"X25519, 253 bits",Self-hosted,No PQC
mijndomein.nl,web,NETHERLANDS,TLSv1.3,"X25519, 253 bits",Amazon (AWS),No PQC
coolblue.nl,web,NETHERLANDS,TLSv1.3,X25519MLKEM768,Amazon CloudFront,PQC via provider
albelli.nl,web,NETHERLANDS,TLSv1.3,X25519MLKEM768,Amazon CloudFront,PQC via provider
rabobank.nl,bank,NETHERLANDS,TLSv1.3,X25519MLKEM768,Akamai,PQC via provider
abnamro.nl,web,NETHERLANDS,TLSv1.3,"X25519, 253 bits",Akamai,No PQC
universiteitleiden.nl,university,NETHERLANDS,TLSv1.3,"X25519, 253 bits",Self-hosted,No PQC
postnl.nl,web,NETHERLANDS,TLSv1.3,"X25519, 253 bits",Akamai,No PQC
blogspot.nl,web,NETHERLANDS,TLSv1.3,X25519MLKEM768,Google,PQC own effort
cloud86.nl,web,NETHERLANDS,TLSv1.3,"X25519, 253 bits",Self-hosted,No PQC
anony.nl,web,NETHERLANDS,TLSv1.3,"X25519, 253 bits",Self-hosted,No PQC
neostrada.nl,web,NETHERLANDS,TLSv1.2,"ECDH, prime256v1, 256 bits",Leaseweb,No PQC
hema.nl,web,NETHERLANDS,TLSv1.2,"X25519, 253 bits",Cloudflare,No PQC
axc.nl,web,NETHERLANDS,TLSv1.2,"ECDH, prime256v1, 256 bits",Self-hosted,No PQC
bnr.nl,web,NETHERLANDS,TLSv1.3,X25519MLKEM768,Cloudflare,PQC via provider
vinted.nl,web,NETHERLANDS,TLSv1.3,X25519MLKEM768,Cloudflare,PQC via provider
rijksmuseum.nl,web,NETHERLANDS,TLSv1.3,"ECDH, secp521r1, 521 bits",Azure Front Door,No PQC
ns.nl,web,NETHERLANDS,TLSv1.3,"X25519, 253 bits",Akamai,No PQC
chello.nl,web,NETHERLANDS,TLSv1.3,"ECDH, secp384r1, 384 bits",Amazon CloudFront,No PQC
gamma.nl,web,NETHERLANDS,TLSv1.3,X25519MLKEM768,Amazon CloudFront,PQC via provider
npo.nl,web,NETHERLANDS,TLSv1.3,X25519MLKEM768,Amazon CloudFront,PQC via provider
ed.nl,web,NETHERLANDS,TLSv1.3,"X25519, 253 bits",Akamai,No PQC
weeronline.nl,web,NETHERLANDS,TLSv1.3,X25519MLKEM768,Cloudflare,PQC via provider
cbs.nl,web,NETHERLANDS,TLSv1.3,"X25519, 253 bits",Microsoft (Azure),No PQC
tui.nl,web,NETHERLANDS,TLSv1.3,"X25519, 253 bits",Akamai,No PQC
bd.nl,web,NETHERLANDS,TLSv1.3,"X25519, 253 bits",Akamai,No PQC
wehkamp.nl,web,NETHERLANDS,TLSv1.3,X25519MLKEM768,Cloudflare,PQC via provider
eur.nl,web,NETHERLANDS,TLSv1.3,"X25519, 253 bits",Self-hosted,No PQC
bndestem.nl,web,NETHERLANDS,TLSv1.3,"X25519, 253 bits",Akamai,No PQC
ideal.nl,web,NETHERLANDS,TLSv1.2,"ECDH, prime256v1, 256 bits",Amazon (AWS),No PQC
nltimes.nl,media,NETHERLANDS,TLSv1.3,X25519MLKEM768,Cloudflare,PQC via provider
tubantia.nl,web,NETHERLANDS,TLSv1.3,"X25519, 253 bits",Akamai,No PQC
government.nl,web,NETHERLANDS,TLSv1.3,"X25519, 253 bits",Self-hosted,No PQC
leidenuniv.nl,web,NETHERLANDS,TLSv1.3,"X25519, 253 bits",Self-hosted,No PQC
jwwb.nl,web,NETHERLANDS,TLSv1.3,X25519MLKEM768,Google,PQC via provider
rivm.nl,web,NETHERLANDS,TLSv1.2,"ECDH, prime256v1, 256 bits",Self-hosted,No PQC
genealogieonline.nl,web,NETHERLANDS,TLSv1.3,X25519MLKEM768,Hetzner,PQC via provider
jouwweb.nl,web,NETHERLANDS,TLSv1.3,X25519MLKEM768,Google,PQC via provider
libelle.nl,web,NETHERLANDS,TLSv1.3,"X25519, 253 bits",Akamai,No PQC
open-internet.nl,web,NETHERLANDS,TLSv1.2,"X25519, 253 bits",Self-hosted,No PQC
cheaptickets.nl,web,NETHERLANDS,TLSv1.2,"X25519, 253 bits",Alibaba Cloud,No PQC
trouw.nl,web,NETHERLANDS,TLSv1.3,"X25519, 253 bits",Akamai,No PQC
ticketmaster.nl,web,NETHERLANDS,TLSv1.2,"X25519, 253 bits",Fastly,No PQC
voetbalprimeur.nl,web,NETHERLANDS,TLSv1.3,"X25519, 253 bits",Google,No PQC
decathlon.nl,web,NETHERLANDS,TLSv1.3,X25519MLKEM768,Cloudflare,PQC via provider
autoscout24.nl,web,NETHERLANDS,TLSv1.3,X25519MLKEM768,Amazon CloudFront,PQC via provider
hornbach.nl,web,NETHERLANDS,TLSv1.3,X25519MLKEM768,Fastly,PQC via provider
dfn.nl,web,NETHERLANDS,TLSv1.3,"X25519, 253 bits",Self-hosted,No PQC
thuisbezorgd.nl,web,NETHERLANDS,TLSv1.3,X25519MLKEM768,Cloudflare,PQC via provider
tvgids.nl,web,NETHERLANDS,TLSv1.3,"X25519, 253 bits",Leaseweb,No PQC
caiway.nl,web,NETHERLANDS,TLSv1.3,X25519MLKEM768,Cloudflare,PQC via provider
sportnieuws.nl,web,NETHERLANDS,TLSv1.3,"X25519, 253 bits",Akamai,No PQC
praxis.nl,web,NETHERLANDS,TLSv1.3,X25519MLKEM768,Amazon CloudFront,PQC via provider
crpt.ru,web,RUSSIA,TLSv1.3,"X25519, 253 bits",Self-hosted,No PQC
adriver.ru,web,RUSSIA,TLSv1.3,X25519MLKEM768,Self-hosted,PQC own effort
vkontakte.ru,web,RUSSIA,TLSv1.3,"X25519, 253 bits",Self-hosted,No PQC
imgsmail.ru,web,RUSSIA,TLSv1.2,"X25519, 253 bits",Self-hosted,No PQC
timeweb.ru,web,RUSSIA,TLSv1.3,"X25519, 253 bits",Self-hosted,No PQC
cdnvideo.ru,web,RUSSIA,TLSv1.3,"ECDH, secp384r1, 384 bits",CDNvideo,No PQC
ozone.ru,web,RUSSIA,TLSv1.3,"X25519, 253 bits",Self-hosted,No PQC
consultant.ru,web,RUSSIA,TLSv1.3,"X25519, 253 bits",Self-hosted,No PQC
wb.ru,web,RUSSIA,TLSv1.3,"ECDH, secp521r1, 521 bits",Self-hosted,No PQC
mhverifier.ru,web,RUSSIA,TLSv1.3,"X25519, 253 bits",Self-hosted,No PQC
ya.ru,web,RUSSIA,TLSv1.3,"X25519, 253 bits",Self-hosted,No PQC
gismeteo.ru,web,RUSSIA,TLSv1.2,"X25519, 253 bits",Self-hosted,No PQC
stbid.ru,web,RUSSIA,TLSv1.3,"X25519, 253 bits",Self-hosted,No PQC
megafon.ru,web,RUSSIA,TLSv1.2,"ECDH, prime256v1, 256 bits",Self-hosted,No PQC
tabor.ru,web,RUSSIA,TLSv1.3,"X25519, 253 bits",Self-hosted,No PQC
t-bank-app.ru,bank,RUSSIA,TLSv1.3,"X25519, 253 bits",Self-hosted,No PQC
edna.ru,web,RUSSIA,TLSv1.3,"X25519, 253 bits",Self-hosted,No PQC
1c.ru,web,RUSSIA,TLSv1.3,"X25519, 253 bits",Self-hosted,No PQC
beboo.ru,web,RUSSIA,TLSv1.3,X25519MLKEM768,Cloudflare,PQC via provider
mangabuff.ru,web,RUSSIA,TLSv1.3,"X25519, 253 bits",Self-hosted,No PQC
tbank.ru,bank,RUSSIA,TLSv1.3,"X25519, 253 bits",Self-hosted,No PQC
tinkoff.ru,web,RUSSIA,TLSv1.3,"X25519, 253 bits",Self-hosted,No PQC
imgsrc.ru,web,RUSSIA,TLSv1.3,"X25519, 253 bits",Self-hosted,No PQC
google.ru,web,RUSSIA,TLSv1.3,X25519MLKEM768,Google,PQC own effort
jino.ru,web,RUSSIA,TLSv1.3,X25519MLKEM768,Self-hosted,PQC own effort
firstvds.ru,web,RUSSIA,TLSv1.3,"X25519, 253 bits",Self-hosted,No PQC
gdemoideti.ru,web,RUSSIA,TLSv1.3,"X25519, 253 bits",Self-hosted,No PQC
test-uz.ru,web,RUSSIA,TLSv1.2,"X25519, 253 bits",Hetzner,No PQC
rustore.ru,web,RUSSIA,TLSv1.2,"X25519, 253 bits",Self-hosted,No PQC
beeline.ru,web,RUSSIA,TLSv1.3,"X25519, 253 bits",Self-hosted,No PQC
hh.ru,web,RUSSIA,TLSv1.3,"X25519, 253 bits",Self-hosted,No PQC
sweb.ru,web,RUSSIA,TLSv1.3,"X25519, 253 bits",Self-hosted,No PQC
max.ru,web,RUSSIA,TLSv1.3,"X25519, 253 bits",Self-hosted,No PQC
cdek.ru,web,RUSSIA,TLSv1.3,X25519MLKEM768,Self-hosted,PQC own effort
vtb.ru,web,RUSSIA,TLSv1.3,"X25519, 253 bits",Self-hosted,No PQC
amocrm.ru,web,RUSSIA,TLSv1.3,"X25519, 253 bits",Self-hosted,No PQC
mindbox.ru,web,RUSSIA,TLSv1.3,"X25519, 253 bits",Self-hosted,No PQC
2gis.ru,web,RUSSIA,TLSv1.3,X25519MLKEM768,Self-hosted,PQC own effort
ria.ru,web,RUSSIA,TLSv1.3,"X25519, 253 bits",Self-hosted,No PQC
beget.ru,web,RUSSIA,TLSv1.2,"X25519, 253 bits",Self-hosted,No PQC
kinopoisk.ru,web,RUSSIA,TLSv1.3,"X25519, 253 bits",Self-hosted,No PQC
smi2.ru,web,RUSSIA,TLSv1.2,"X25519, 253 bits",Self-hosted,No PQC
vkvideo.ru,web,RUSSIA,TLSv1.3,"X25519, 253 bits",Self-hosted,No PQC
mirtesen.ru,web,RUSSIA,TLSv1.3,"X25519, 253 bits",Self-hosted,No PQC
tutu.ru,web,RUSSIA,TLSv1.3,"X25519, 253 bits",Self-hosted,No PQC
people.com.cn,web,CHINA,TLSv1.3,X25519MLKEM768,Self-hosted,PQC own effort
amazonaws.com.cn,web,CHINA,TLSv1.3,"X25519, 253 bits",Self-hosted,No PQC
wps.cn,web,CHINA,TLSv1.3,"X25519, 253 bits",Huawei Cloud,No PQC
weibo.cn,web,CHINA,TLSv1.2,"X25519, 253 bits",Self-hosted,No PQC
chinadaily.com.cn,web,CHINA,TLSv1.2,"ECDH, prime256v1, 256 bits",Self-hosted,No PQC
icloud.com.cn,web,CHINA,TLSv1.3,X25519MLKEM768,Self-hosted,PQC own effort
sinaimg.cn,web,CHINA,TLSv1.3,"X25519, 253 bits",Self-hosted,No PQC
jpush.cn,web,CHINA,TLSv1.3,"X25519, 253 bits",Huawei Cloud,No PQC
tenda.com.cn,web,CHINA,TLSv1.3,"X25519, 253 bits",Alibaba Cloud,No PQC
feishu.cn,web,CHINA,TLSv1.3,"X25519, 253 bits",Self-hosted,No PQC
quark.cn,web,CHINA,TLSv1.2,"X25519, 253 bits",Alibaba Cloud,No PQC
lenovo.com.cn,web,CHINA,TLSv1.3,"X25519, 253 bits",Akamai,No PQC
ucloud.cn,web,CHINA,TLSv1.3,"X25519, 253 bits",Self-hosted,No PQC
uc.cn,web,CHINA,TLSv1.2,"ECDH, prime256v1, 256 bits",Self-hosted,No PQC
sina.cn,web,CHINA,TLSv1.3,"X25519, 253 bits",Self-hosted,No PQC
people.cn,web,CHINA,TLSv1.3,X25519MLKEM768,Self-hosted,PQC own effort
aspiredigital.cn,web,CHINA,TLSv1.3,"X25519, 253 bits",Self-hosted,No PQC
pku.edu.cn,university,CHINA,TLSv1.2,"ECDH, prime256v1, 256 bits",Self-hosted,No PQC
cloudlinks.cn,web,CHINA,TLSv1.2,"X25519, 253 bits",Tencent Cloud,No PQC
189.cn,web,CHINA,TLSv1.2,"X25519, 253 bits",Self-hosted,No PQC
manutouch.com.cn,web,CHINA,TLSv1.3,"X25519, 253 bits",Self-hosted,No PQC
thinkingdata.cn,web,CHINA,TLSv1.2,"X25519, 253 bits",Alibaba Cloud,No PQC
apple.com.cn,web,CHINA,TLSv1.3,X25519MLKEM768,Self-hosted,PQC own effort
kdocs.cn,web,CHINA,TLSv1.3,"X25519, 253 bits",Zenlayer,No PQC
cloudbirds.cn,web,CHINA,TLSv1.2,"ECDH, prime256v1, 256 bits",Huawei Cloud,No PQC
4.cn,web,CHINA,TLSv1.2,"ECDH, prime256v1, 256 bits",Self-hosted,No PQC
22.cn,web,CHINA,TLSv1.2,"X25519, 253 bits",Self-hosted,No PQC
midea.com.cn,web,CHINA,TLSv1.3,"X25519, 253 bits",Self-hosted,No PQC
gmw.cn,web,CHINA,TLSv1.2,"ECDH, prime256v1, 256 bits",Alibaba Cloud,No PQC
autohome.com.cn,web,CHINA,TLSv1.2,"X25519, 253 bits",Self-hosted,No PQC
globaltimes.cn,media,CHINA,TLSv1.3,"X25519, 253 bits",Self-hosted,No PQC
11st.co.kr,web,KOREA,TLSv1.3,X25519MLKEM768,Self-hosted,PQC own effort
hani.co.kr,web,KOREA,TLSv1.3,"X25519, 253 bits",Self-hosted,No PQC
joongang.co.kr,web,KOREA,TLSv1.2,"X25519, 253 bits",Self-hosted,No PQC
bobaedream.co.kr,web,KOREA,TLSv1.3,"X25519, 253 bits",Self-hosted,No PQC
ondisk.co.kr,web,KOREA,TLSv1.3,"X25519, 253 bits",Self-hosted,No PQC
dhlottery.co.kr,web,KOREA,TLSv1.3,"X25519, 253 bits",Self-hosted,No PQC
aladin.co.kr,web,KOREA,TLSv1.3,X25519MLKEM768,Amazon CloudFront,PQC via provider
tpmn.co.kr,web,KOREA,TLSv1.3,"X25519, 253 bits",Google,No PQC
mk.co.kr,web,KOREA,TLSv1.2,"ECDH, prime256v1, 256 bits",Cloudflare,No PQC
ardentnews.co.kr,media,KOREA,TLSv1.3,"ECDH, secp384r1, 384 bits",Self-hosted,No PQC
makeshop.co.kr,web,KOREA,TLSv1.2,"X25519, 253 bits",Self-hosted,No PQC
cafe24.co.kr,web,KOREA,TLSv1.3,"X25519, 253 bits",Self-hosted,No PQC
koreatimes.co.kr,media,KOREA,TLSv1.3,"X25519, 253 bits",Amazon CloudFront,No PQC
whois.co.kr,web,KOREA,TLSv1.3,"X25519, 253 bits",Self-hosted,No PQC
jobkorea.co.kr,web,KOREA,TLSv1.2,"X25519, 253 bits",Self-hosted,No PQC
whoisdomain.kr,web,KOREA,TLSv1.2,"ECDH, prime256v1, 256 bits",Self-hosted,No PQC
moack.co.kr,web,KOREA,TLSv1.3,X25519MLKEM768,Cloudflare,PQC via provider
saramin.co.kr,web,KOREA,TLSv1.3,"X25519, 253 bits",Self-hosted,No PQC
snu.ac.kr,web,KOREA,TLSv1.3,"X25519, 253 bits",Self-hosted,No PQC
kbs.co.kr,web,KOREA,TLSv1.3,X25519MLKEM768,Amazon CloudFront,PQC via provider
khan.co.kr,web,KOREA,TLSv1.2,"ECDH, prime256v1, 256 bits",Self-hosted,No PQC
isweb.co.kr,web,KOREA,TLSv1.3,X25519MLKEM768,Cloudflare,PQC via provider
dothome.co.kr,web,KOREA,TLSv1.3,"X25519, 253 bits",Self-hosted,No PQC
news1.kr,media,KOREA,TLSv1.3,"X25519, 253 bits",Self-hosted,No PQC
megafile.co.kr,web,KOREA,TLSv1.2,"X25519, 253 bits",Self-hosted,No PQC
kaist.ac.kr,web,KOREA,TLSv1.3,"X25519, 253 bits",Self-hosted,No PQC
clickn.co.kr,web,KOREA,TLSv1.2,"X25519, 253 bits",Self-hosted,No PQC
sbs.co.kr,web,KOREA,TLSv1.2,"ECDH, prime256v1, 256 bits",Amazon CloudFront,No PQC
brunch.co.kr,web,KOREA,TLSv1.3,"X25519, 253 bits",Self-hosted,No PQC
asiae.co.kr,web,KOREA,TLSv1.3,"X25519, 253 bits",Self-hosted,No PQC
4in.co.kr,web,KOREA,TLSv1.2,"ECDH, prime256v1, 256 bits",Self-hosted,No PQC
gabia.co.kr,web,KOREA,TLSv1.2,"DH, 2048 bits",Self-hosted,No PQC
mania.kr,web,KOREA,TLSv1.3,"X25519, 253 bits",Self-hosted,No PQC
kyobobook.co.kr,web,KOREA,TLSv1.2,"ECDH, prime256v1, 256 bits",Amazon CloudFront,No PQC
adxcorp.kr,web,KOREA,TLSv1.3,X25519MLKEM768,Amazon (AWS),PQC via provider
livescore.co.kr,web,KOREA,TLSv1.3,X25519MLKEM768,Cloudflare,PQC via provider
mt.co.kr,web,KOREA,TLSv1.3,X25519MLKEM768,Cloudflare,PQC via provider
gov.kr,web,KOREA,TLSv1.3,"X25519, 253 bits",Self-hosted,No PQC
soccerline.kr,web,KOREA,TLSv1.2,"X25519, 253 bits",Self-hosted,No PQC
riss.kr,web,KOREA,TLSv1.3,"X25519, 253 bits",Self-hosted,No PQC
eps.go.kr,web,KOREA,TLSv1.3,"X25519, 253 bits",Self-hosted,No PQC
oliveyoung.co.kr,web,KOREA,TLSv1.3,"X25519, 253 bits",Cloudflare,No PQC
zigzag.kr,web,KOREA,TLSv1.3,X25519MLKEM768,Amazon CloudFront,PQC via provider
hanyang.ac.kr,web,KOREA,TLSv1.2,"ECDH, prime256v1, 256 bits",Self-hosted,No PQC
yonsei.ac.kr,web,KOREA,TLSv1.3,"X25519, 253 bits",Self-hosted,No PQC
korea.ac.kr,web,KOREA,TLSv1.3,"X25519, 253 bits",Self-hosted,No PQC
sooplive.co.kr,web,KOREA,TLSv1.3,"X25519, 253 bits",Amazon CloudFront,No PQC
fomos.kr,web,KOREA,TLSv1.3,X25519MLKEM768,Cloudflare,PQC via provider
bunjang.co.kr,web,KOREA,TLSv1.3,X25519MLKEM768,Amazon CloudFront,PQC via provider
seoul.co.kr,web,KOREA,TLSv1.3,"X25519, 253 bits",Self-hosted,No PQC
etoland.co.kr,web,KOREA,TLSv1.3,"X25519, 253 bits",CDN77,No PQC
edaily.co.kr,web,KOREA,TLSv1.2,"ECDH, secp384r1, 384 bits",Naver Cloud,No PQC
zdnet.co.kr,web,KOREA,TLSv1.3,"X25519, 253 bits",Self-hosted,No PQC
postech.ac.kr,web,KOREA,TLSv1.3,"X25519, 253 bits",Self-hosted,No PQC
ytn.co.kr,web,KOREA,TLSv1.3,X25519MLKEM768,Amazon CloudFront,PQC via provider
snapfit.co.kr,web,KOREA,TLSv1.2,"ECDH, prime256v1, 256 bits",Amazon (AWS),No PQC
kisti.re.kr,web,KOREA,TLSv1.3,"X25519, 253 bits",Self-hosted,No PQC
dbpia.co.kr,web,KOREA,TLSv1.3,"X25519, 253 bits",Amazon (AWS),No PQC
ewha.ac.kr,web,KOREA,TLSv1.3,"X25519, 253 bits",Self-hosted,No PQC
phps.kr,web,KOREA,TLSv1.2,"ECDH, prime256v1, 256 bits",Self-hosted,No PQC
29cm.co.kr,web,KOREA,TLSv1.3,X25519MLKEM768,Cloudflare,PQC via provider
gwangju.ac.kr,web,KOREA,TLSv1.3,"X25519, 253 bits",Self-hosted,No PQC
koreascience.kr,web,KOREA,TLSv1.3,"X25519, 253 bits",Self-hosted,No PQC
onestore.co.kr,web,KOREA,TLSv1.3,"X25519, 253 bits",Self-hosted,No PQC
google.se,web,SWEDEN,TLSv1.3,X25519MLKEM768,Google,PQC own effort
amazon.se,web,SWEDEN,TLSv1.3,"X25519, 253 bits",Amazon CloudFront,No PQC
svt.se,web,SWEDEN,TLSv1.3,"X25519, 253 bits",Amazon (AWS),No PQC
netnod.se,web,SWEDEN,TLSv1.3,"X25519, 253 bits",Fastly,No PQC
expressen.se,media,SWEDEN,TLSv1.3,"X25519, 253 bits",Google,No PQC
lu.se,web,SWEDEN,TLSv1.2,"ECDH, prime256v1, 256 bits",Self-hosted,No PQC
dn.se,web,SWEDEN,TLSv1.3,"X25519, 253 bits",Google,No PQC
blocket.se,web,SWEDEN,TLSv1.3,"X25519, 253 bits",Google,No PQC
uu.se,web,SWEDEN,TLSv1.3,X25519MLKEM768,Self-hosted,PQC own effort
hitta.se,web,SWEDEN,TLSv1.3,X25519MLKEM768,Amazon CloudFront,PQC via provider
di.se,web,SWEDEN,TLSv1.3,"X25519, 253 bits",Google,No PQC
kth.se,web,SWEDEN,TLSv1.3,"ECDH, prime256v1, 256 bits",Self-hosted,No PQC
telenor.se,web,SWEDEN,TLSv1.3,"X25519, 253 bits",Self-hosted,No PQC
liu.se,web,SWEDEN,TLSv1.3,"X25519, 253 bits",Self-hosted,No PQC
bio-link.se,web,SWEDEN,TLSv1.3,X25519MLKEM768,Cloudflare,PQC via provider
andersnoren.se,web,SWEDEN,TLSv1.3,X25519MLKEM768,Cloudflare,PQC via provider
umu.se,web,SWEDEN,TLSv1.2,"ECDH, prime256v1, 256 bits",Self-hosted,No PQC
schoolsoft.se,web,SWEDEN,TLSv1.3,X25519MLKEM768,Automattic,PQC via provider
su.se,web,SWEDEN,TLSv1.3,"X25519, 253 bits",Self-hosted,No PQC
sverigesradio.se,web,SWEDEN,TLSv1.3,"X25519, 253 bits",Akamai,No PQC
tele2.se,web,SWEDEN,TLSv1.3,"X25519, 253 bits",Microsoft (Azure),No PQC
chalmers.se,web,SWEDEN,TLSv1.3,"X25519, 253 bits",Self-hosted,No PQC
svd.se,web,SWEDEN,TLSv1.2,"ECDH, prime256v1, 256 bits",Amazon CloudFront,No PQC
gu.se,web,SWEDEN,TLSv1.3,"X25519, 253 bits",Self-hosted,No PQC
atg.se,web,SWEDEN,TLSv1.3,"X25519, 253 bits",Self-hosted,No PQC
mobiri.se,web,SWEDEN,TLSv1.3,X25519MLKEM768,Cloudflare,PQC via provider
seenthis.se,web,SWEDEN,TLSv1.2,"ECDH, prime256v1, 256 bits",Amazon (AWS),No PQC
ica.se,web,SWEDEN,TLSv1.3,"X25519, 253 bits",Akamai,No PQC
smhi.se,web,SWEDEN,TLSv1.3,"X25519, 253 bits",Fastly,No PQC
sunet.se,web,SWEDEN,TLSv1.3,"X25519, 253 bits",Self-hosted,No PQC
ki.se,web,SWEDEN,TLSv1.3,"X25519, 253 bits",Self-hosted,No PQC
zalando.se,web,SWEDEN,TLSv1.3,X25519MLKEM768,Amazon CloudFront,PQC via provider
hemnet.se,web,SWEDEN,TLSv1.3,X25519MLKEM768,Cloudflare,PQC via provider
ownit.se,web,SWEDEN,TLSv1.2,"X25519, 253 bits",Self-hosted,No PQC
svenskaspel.se,web,SWEDEN,TLSv1.2,"ECDH, secp384r1, 384 bits",Self-hosted,No PQC
1177.se,web,SWEDEN,TLSv1.3,"X25519, 253 bits",Self-hosted,No PQC
kb.se,web,SWEDEN,TLSv1.3,"X25519, 253 bits",Self-hosted,No PQC
arbetsformedlingen.se,web,SWEDEN,TLSv1.2,"ECDH, prime256v1, 256 bits",Self-hosted,No PQC
apotea.se,web,SWEDEN,TLSv1.3,X25519MLKEM768,Cloudflare,PQC via provider
bahnhof.se,web,SWEDEN,TLSv1.2,"ECDH, prime256v1, 256 bits",Self-hosted,No PQC
